extra_1,ошибки,домен,домен_корр,бе,бе_корр,цфо,мвз,суперпродукт,продукт_1с_ух,фин_клиент,ключевой_клиент,направление,екдр,pl_ручной_ввод,статья_pl,организация,домен_от_контрагента,бе_от_контрагента,контрагент,l_контрагент_1с_ух,id_сделки,бизнес_категория,проект,l_проект_1с_ух,проект_1с_ух_наименование,тип_проекта_1с_ух,комментарий,отв,ставка_ндс,не_рассчитывать_cf,cf_поквартально,cf_в_каком_месяце_признавать,смещение_сумм_cf_мес,pl_jan,pl_feb,pl_mar,pl_apr,pl_may,pl_jun,pl_jul,pl_aug,pl_sep,pl_oct,pl_nov,pl_dec,pl_fy,статья_cf_кодификатор,статья_cf_корректировка,статья_cf,cf_jan,cf_feb,cf_mar,cf_apr,cf_may,cf_jun,cf_jul,cf_aug,cf_sep,cf_oct,cf_nov,cf_dec,cf_fy,extra_64,extra_65,extra_66,extra_67,extra_68
#1056,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)",\N,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)","ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Мобильная связь,\N,0.22,true,false,\N,0,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,180327.86885246,2163934.4262295,\N,"CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)","CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)",220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,2640000,22030000,CF02080000,1803278.6885246004,2200000,CF02
#1057,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)",\N,"22030600 | Услуги связи (интернет, мобильная связь, почта и другие)","ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,интернет офисный,\N,0.22,true,false,\N,0,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,450819.67213115,5409836.0655738,\N,"CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)","CF02080000|Услуги связи (интернет, мобильная связь, почта и другие)",550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,6600000,22030000,CF02080000,4508196.721311499,5500000,CF02
#1058,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22020100 | Расходы на техническое обслуживание ИТ,\N,22020100 | Расходы на техническое обслуживание ИТ,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Расходные материалы офисного оборудования,\N,0.22,true,false,\N,0,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,491803.27868852,\N,"CF02040600|Прочие платежи за IT оборудование, технику для собственных нужд","CF02040600|Прочие платежи за IT оборудование, технику для собственных нужд",50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,600000,22020000,CF02040000,409836.0655737701,500000,CF02
#1059,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,29010200 | Расходы на расчетно-кассовое обслуживание,\N,29010200 | Расчетно-кассовое обслуживание (расходы),"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Расчетно-кассовое обслуживание,\N,0,true,false,\N,0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,480000,\N,CF02180100|Платежи за расчетно-кассовое обслуживание,CF02180100|Платежи за расчетно-кассовое обслуживание,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,480000,29010000,CF02180000,400000,400000,CF02
#1060,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,КОНСУЛЬТАНТ+_____,\N,0.22,true,false,\N,0,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,1180327.8688525,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,1440000,22060000,CF02160000,983606.5573770502,1200000,CF02
#1061,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,ТаксКом,\N,0.22,true,false,\N,0,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,11612.021857924,139344.26229508,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,0,0,0,0,0,0,0,170000,0,0,0,0,170000,22060000,CF02160000,116120.21857924001,170000,CF02
#1062,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Гарант-Сервис,\N,0,true,false,\N,0,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,41666.666666667,500000,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,0,0,0,0,0,0,0,0,0,0,0,500000,500000,22060000,CF02160000,416666.66666666995,500000,CF02
#1063,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Актион,\N,0,true,false,\N,0,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,5416.6666666667,65000,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,0,0,0,0,0,0,0,0,0,65000,0,0,65000,22060000,CF02160000,54166.666666667,65000,CF02
#1064,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Направление по обеспечению безопасности,Направление по обеспечению безопасности,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Внутренние проекты,Информационно-справочная система СПАРК,\N,0.22,true,false,\N,0,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,41311.475409836,495737.70491803,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,151200,0,0,151200,0,0,151200,0,0,151200,0,0,604800,22060000,CF02160000,413114.7540983599,453600,CF02
#1065,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Направление по обеспечению безопасности,Направление по обеспечению безопасности,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Внутренние проекты,Информационно-аналитическая система ГЛОБАС,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,106721.31147541,0,0,106721.31147541,\N,CF02160100|Платежи за получение доступа к информационным системам,CF02160100|Платежи за получение доступа к информационным системам,0,0,0,0,0,0,0,0,0,130200,0,0,130200,22060000,CF02160000,106721.31147541,130200,CF02
#1066,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22060200 | Консультационные услуги,\N,22060200 | Консалтинговые услуги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Прочие информационно-консультационные услуги,\N,0.22,true,false,\N,0,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,491803.27868852,\N,CF02150200|Консультационные услуги,CF02150200|Консультационные услуги,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,600000,22060000,CF02150000,409836.0655737701,500000,CF02
#1067,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22030700 | Представительские расходы,\N,22030700 | Представительские расходы,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,Представительские расходы,\N,0.22,true,false,\N,0,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,98360.655737705,1180327.8688525,\N,CF02090000|Представительские платежи,CF02090000|Представительские платежи,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,1440000,22030000,CF02090000,983606.5573770502,1200000,CF02
#1068,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22020100 | Расходы на техническое обслуживание ИТ,\N,22020100 | Расходы на техническое обслуживание ИТ,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Ремонт офисного оборудования,\N,0.22,true,false,\N,0,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,491803.27868852,\N,"CF02040300|Платежи за техническое обслуживание ИТ оборудования, техники для собственных нужд","CF02040300|Платежи за техническое обслуживание ИТ оборудования, техники для собственных нужд",50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,600000,22020000,CF02040000,409836.0655737701,500000,CF02
#1069,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22010800 | Прочие HR расходы,\N,22010800 | Прочие HR,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,Прочие административно-управленческие расходы,\N,0.22,true,false,\N,0,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,122950.81967213,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,573770.49180328,\N,CF02200400|Прочие платежи по операционной деятельности,CF02200400|Прочие платежи по операционной деятельности,50000,50000,50000,50000,50000,150000,50000,50000,50000,50000,50000,50000,700000,22010000,CF02200000,491803.2786885232,600000,CF02
#1070,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22010800 | Прочие HR расходы,\N,22010800 | Прочие HR,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,Приобретение продуктов питания,\N,0.22,true,false,\N,0,19672.131147541,27868.852459016,36065.573770492,36065.573770492,31967.213114754,27868.852459016,27868.852459016,27868.852459016,31967.213114754,36065.573770492,31967.213114754,31967.213114754,367213.1147541,\N,CF02200400|Прочие платежи по операционной деятельности,CF02200400|Прочие платежи по операционной деятельности,24000,34000,44000,44000,39000,34000,34000,34000,39000,44000,39000,39000,448000,22010000,CF02200000,319672.13114754,390000,CF02
#1071,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031101 | Налоги и иные платежи в бюджет,\N,22031101 | Налоги и иные платежи в бюджет,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Квотирование за молодежь,\N,0,true,false,\N,0,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,\N,CF02170300|Прочие налоги и сборы,CF02170300|Прочие налоги и сборы,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,1800000,22030000,CF02170000,1500000,1500000,CF02
#1072,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031004 | Техническое обслуживание автотранспорта,\N,22031004 | Техническое обслуживание автотранспорта,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,"Ремонт, обслуживание, з/ч, аренда м/мест, мойка авто",\N,0.22,true,false,\N,0,168032.78688525,135245.90163934,192622.95081967,140983.60655738,161475.40983607,128688.52459016,169672.13114754,112295.08196721,161475.40983607,112295.08196721,159836.06557377,110655.73770492,1753278.6885246,\N,CF02120400|Техническое обслуживание автотранспорта,CF02120400|Техническое обслуживание автотранспорта,205000,165000,235000,172000,197000,157000,207000,137000,197000,137000,195000,135000,2139000,22030000,CF02120000,1450000,1769000,CF02
#1073,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031002 | Топливо,\N,22031002 | Топливо,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,ГСМ,\N,0.22,true,false,\N,0,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,40983.606557377,491803.27868852,\N,CF02120200|Топливо,CF02120200|Топливо,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,600000,22030000,CF02120000,409836.0655737701,500000,CF02
#1074,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Операционный блок_Мультикарта,Операционный блок_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031003 | Страхование автотранспорта,\N,22031003 | Страхование автотранспорта,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,Страховка а/м КАСКО+ОСАГО,\N,0,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,550000,0,550000,\N,CF02120300|Страхование автотранспорта,CF02120300|Страхование автотранспорта,0,0,0,0,0,0,0,0,0,0,550000,0,550000,22030000,CF02120000,550000,550000,CF02
#1075,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,29020000 | Невозмещаемый НДС,\N,29020000 | Невозмещаемый НДС,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,списание НДС в расходы,\N,0,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,CF02170100|Уплата НДС в бюджет,CF02170100|Уплата НДС в бюджет,10000000,10000000,10000000,43409032.325854,43409032.325854,43409032.325854,45451741.766373,45451741.766373,45451741.766373,27206155.159374,27206155.159374,27206155.159374,378200787.7548,29020000,CF02170000,0,358200787.754803,CF02
#1076,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031101 | Налоги и иные платежи в бюджет,\N,22031101 | Налоги и иные платежи в бюджет,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Налог на имущество,\N,0,true,false,\N,0,0,0,246011.6723625,0,0,241962.942045,0,0,237914.2117275,0,0,214971.406595,940860.23273,\N,CF02170300|Прочие налоги и сборы,CF02170300|Прочие налоги и сборы,246011.6723625,0,0,246011.6723625,0,0,241962.942045,0,0,237914.2117275,0,0,971900.4984975,22030000,CF02170000,940860.23273,725888.826135,CF02
#1077,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22031101 | Налоги и иные платежи в бюджет,\N,22031101 | Налоги и иные платежи в бюджет,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Транспортный налог,\N,0,true,false,\N,0,0,0,5760,0,0,5760,0,0,5760,0,0,5760,23040,\N,CF02170300|Прочие налоги и сборы,CF02170300|Прочие налоги и сборы,5760,0,0,5760,0,0,5760,0,0,5760,0,0,23040,22030000,CF02170000,23040,17280,CF02
#1078,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,37000000 | Расходы на налоги,\N,37000000 | Расходы на налоги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Налог на прибыль,\N,0,true,false,\N,0,4339803,4253398,-3635623,16626498,337337,-4865510,11351253,3934373,-5205754,5809779,1654665,-913058,33687161,\N,CF02170200|Налог на прибыль,CF02170200|Налог на прибыль,30452419.333333,30452419.333333,0,0,0,0,0,0,0,0,0,0,60904838.666667,37000000,CF02170000,25093960,0,CF02
#1079,\N,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,35040800 | Прочие финансовые расходы,\N,\N,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Финансовый блок_Бюджет МВЗ,Мультикарта_Финансовый блок_Бюджет МВЗ,Внутренние проекты,Перечисление дивидендов учредителю,\N,0,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,CF08030000|Платежи на уплату дивидендов и иных платежей по распределению прибыли в пользу собственников,CF08030000|Платежи на уплату дивидендов и иных платежей по распределению прибыли в пользу собственников,0,0,0,0,0,0,0,0,0,0,0,0,0,35040000,CF08030000,0,0,CF08
#1080,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Административный департамент ЦСП,Административный департамент ЦСП,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,"220301011 | Расходы по аренде зданий, офисов, складских помещений",\N,22030101 | Аренда,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Административный департамент ЦСП_Бюджет МВЗ,Мультикарта_Административный департамент ЦСП_Бюджет МВЗ,Кубышка,КОРРЕКТИРОВКА АРЕНДЫ,\N,0,true,false,\N,0,-1173204,-1051555,-1115787,-1032818,-1018121,-937192,-918148,-867450,-789669,-763916,-688297,-662220,-11018377,\N,\N,"CF02050101|Платежи по аренде зданий, офисов, складских помещений",0,0,0,0,0,0,0,0,0,0,0,0,0,22030000,CF02050000,-8793618,0,CF02
#1081,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Административный департамент ЦСП,Административный департамент ЦСП,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,35030302 | Убыток от обесценения актива,\N,35030300 | Прочие расходы,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Административный департамент ЦСП_Бюджет МВЗ,Мультикарта_Административный департамент ЦСП_Бюджет МВЗ,Кубышка,КОРРЕКТИРОВКА АРЕНДЫ,\N,0,true,false,\N,0,1173204,1051555,1115787,1032818,1018121,937192,918148,867450,789669,763916,688297,662220,11018377,\N,\N,CF05060300|Прочие платежи по финансовым вложениям,0,0,0,0,0,0,0,0,0,0,0,0,0,35030000,CF05060000,8793618,0,CF05
#1082,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.22,false,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0000,0,0,\N
#1083,\N,Домен Иннотех,\N,БЕ Мультикарта,\N,Финансовый отдел_Мультикарта,Финансовый отдел_Мультикарта,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,37000000 | Расходы на налоги,\N,37000000 | Расходы на налоги,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Мультикарта_Операционный блок_Мультикарта_Бюджет МВЗ,Внутренние проекты,Налог на прибыль,\N,0,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,CF02170300|Прочие налоги и сборы,0,0,0,0,0,0,0,0,0,0,0,0,0,37000000,CF02170000,0,0,CF02
