employee_id,snapshot_date,hire_date,termination_date,attrition_90d,contact_center,project,team,tenure_months,shift_type,workload_pct,overtime_hours_30d,absence_days_90d,late_shifts_90d,schedule_adherence_pct,productivity_score,quality_score,csat_score,engagement_score,manager_changed_90d,training_hours_90d,exit_reason
SYN-00157,2025-11-11,2023-11-22,2026-01-16,1,Казань,Продажи,Команда 10,24,Дневная,111.35,17.06,0,1,90.36,86.07,90.62,4.46,60.07,0,8.03,Личные причины
SYN-00158,2025-04-04,2022-09-17,,0,Омск,Поддержка,Команда 11,31,Дневная,67.1,25.34,0,0,89.27,89.39,72.92,4.3,80.73,0,2.53,
SYN-00159,2024-11-12,2023-04-22,,0,Москва,Продажи,Команда 06,19,Дневная,108.05,14.11,1,0,89.05,78.45,76.57,3.79,70.16,0,6.18,
SYN-00160,2025-04-02,2024-11-03,,0,Казань,Продажи,Команда 08,5,Ночная,79.13,10.48,1,2,93.99,82.65,80.92,4.17,100,0,0,
SYN-00161,2024-08-04,2020-11-23,,0,Казань,Удержание,Команда 02,45,Смешанная,66.09,8.73,3,2,84.46,79.7,77.99,3.99,75.87,0,8.09,
SYN-00162,2025-05-01,2021-12-18,,0,Казань,Удержание,Команда 11,41,Дневная,77.73,18.8,2,0,95.66,80.5,74.4,4.38,45.0,0,8.51,
SYN-00163,2025-10-03,2021-12-23,,0,Москва,Удержание,Команда 05,46,Дневная,95.08,11.81,0,6,90.3,85.65,92.11,3.72,71.42,0,2.24,
SYN-00164,2025-05-08,2020-10-01,,0,Москва,Продажи,Команда 09,56,Смешанная,77.42,21.03,1,1,84.93,79.05,75.59,4.18,65.35,0,4.71,
SYN-00165,2024-02-11,2020-05-02,,0,Омск,Поддержка,Команда 08,46,Смешанная,74.86,15.0,2,0,92.67,81.54,90.13,5,75.29,1,2.05,
SYN-00166,2025-06-02,2021-09-21,,0,Омск,Удержание,Команда 05,45,Дневная,81.17,11.75,0,0,99.45,88.5,76.22,4.64,87.09,1,5.71,
SYN-00167,2024-05-08,2023-06-13,,0,Омск,Поддержка,Команда 10,11,Дневная,78.86,15.83,0,0,89.5,65.61,74.79,4.24,53.46,0,11.7,
SYN-00168,2024-04-20,2021-12-02,,0,Омск,Поддержка,Команда 06,29,Дневная,73.96,0,1,0,86.02,92.54,89.36,4.04,76.41,0,2.41,
SYN-00169,2025-06-12,2024-03-19,2025-08-16,1,Казань,Поддержка,Команда 01,15,Смешанная,97.03,22.35,1,9,87.96,67.23,85.66,4.61,66.52,1,8.19,Смена работодателя
SYN-00170,2025-10-10,2023-02-23,2025-10-17,1,Москва,Поддержка,Команда 03,32,Дневная,86.87,11.12,0,5,89.94,88.2,67.7,4.57,27.53,1,0,Низкая вовлечённость
SYN-00171,2025-07-08,2024-06-13,,0,Москва,Удержание,Команда 04,13,Дневная,93.37,12.79,0,1,99.29,82.25,85.5,4.65,68.49,0,6.42,
SYN-00172,2024-11-06,2021-06-25,,0,Казань,Удержание,Команда 10,41,Дневная,102.16,16.65,1,1,96.37,80.47,71.59,4.44,46.69,0,0,
SYN-00173,2024-08-05,2021-05-23,,0,Омск,Поддержка,Команда 11,39,Дневная,105.38,14.12,1,1,95.62,92.0,80.63,4.8,66.64,0,0,
SYN-00174,2025-10-08,2024-10-13,,0,Казань,Поддержка,Команда 01,12,Дневная,101.44,4.88,7,0,83.02,91.05,89.9,3.63,50.64,1,1.62,
SYN-00175,2024-10-04,2022-06-17,,0,Москва,Удержание,Команда 02,28,Смешанная,88.09,8.37,5,1,85.25,73.56,88.14,4.7,59.15,0,11.92,
SYN-00176,2024-12-15,2024-06-18,,0,Казань,Удержание,Команда 04,6,Смешанная,91.58,17.34,1,3,90.06,75.93,95.21,4.67,63.49,1,2.92,
SYN-00177,2024-09-09,2020-12-29,,0,Омск,Продажи,Команда 05,45,Дневная,95.88,0,0,0,88.03,82.61,100,4.56,42.73,0,13.76,
SYN-00178,2025-01-06,2022-05-22,,0,Москва,Поддержка,Команда 06,32,Смешанная,89.48,10.79,1,0,99.47,86.78,90.61,4.14,59.1,0,8.17,
SYN-00179,2025-07-03,2020-12-26,,0,Казань,Продажи,Команда 10,55,Дневная,95.53,17.93,1,1,89.24,91.9,76.16,3.49,80.32,0,10.87,
SYN-00180,2025-03-14,2024-02-18,2025-06-06,1,Москва,Продажи,Команда 07,13,Смешанная,98.71,9.92,0,4,88.64,85.63,75.23,4.43,44.87,1,12.63,Низкая вовлечённость
SYN-00181,2024-09-14,2021-10-30,,0,Казань,Продажи,Команда 07,35,Ночная,104.65,17.55,0,1,91.72,72.01,82.3,4.5,74.78,0,7.08,
SYN-00182,2024-06-17,2022-11-25,,0,Омск,Поддержка,Команда 02,19,Смешанная,71.81,16.75,2,0,90.78,72.2,76.22,4.32,56.33,0,5.82,
SYN-00183,2024-04-01,2021-06-16,2024-04-25,1,Омск,Удержание,Команда 07,34,Ночная,118.67,40.34,1,2,90.1,83.01,84.16,4.81,56.99,0,10.17,Высокая нагрузка
SYN-00184,2024-11-01,2021-02-20,,0,Москва,Продажи,Команда 04,45,Дневная,89.08,4.05,2,1,95.43,68.38,90.39,4.45,56.17,0,10.25,
SYN-00185,2025-05-21,2023-03-03,,0,Москва,Удержание,Команда 11,27,Ночная,100.86,12.08,0,0,100,93.42,92.18,5,58.99,0,8.72,
SYN-00186,2025-01-04,2023-11-11,,0,Казань,Удержание,Команда 01,14,Дневная,63.37,6.95,4,2,86.73,68.14,86.71,4.47,67.88,1,0.96,
SYN-00187,2025-03-07,2024-10-08,,0,Казань,Поддержка,Команда 11,5,Смешанная,78.13,21.5,0,0,100,74.0,83.87,4.24,62.84,0,8.02,
SYN-00188,2024-08-05,2023-08-11,,0,Казань,Поддержка,Команда 06,12,Смешанная,64.53,13.69,0,3,90.92,83.99,82.47,3.78,75.42,0,11.49,
SYN-00189,2024-12-16,2020-09-08,,0,Москва,Продажи,Команда 06,52,Ночная,75.7,7.37,2,3,88.91,95.91,90.64,4.2,58.0,1,8.85,
SYN-00190,2025-03-02,2023-11-08,,0,Москва,Удержание,Команда 05,16,Дневная,74.03,0.88,0,4,86.6,72.73,92.49,4.4,75.41,0,10.75,
SYN-00191,2025-03-13,2022-10-25,,0,Омск,Удержание,Команда 12,29,Смешанная,76.0,4.29,1,2,94.04,73.46,69.56,3.87,75.68,0,14.22,
SYN-00192,2024-09-01,2022-12-11,2024-10-03,1,Москва,Продажи,Команда 12,21,Дневная,99.13,29.41,1,0,89.89,99.21,87.04,3.96,55.91,0,16.47,Высокая нагрузка
SYN-00193,2025-06-15,2023-01-27,,0,Омск,Поддержка,Команда 01,29,Смешанная,80.67,19.95,1,0,89.5,90.12,96.73,4.15,76.04,0,3.23,
SYN-00194,2025-03-10,2021-03-01,,0,Москва,Продажи,Команда 07,49,Ночная,90.84,29.16,0,1,91.68,77.94,80.66,4.44,75.04,0,7.83,
SYN-00195,2025-09-19,2023-04-03,,0,Казань,Поддержка,Команда 07,30,Ночная,69.49,0,4,0,88.53,70.25,81.05,4.49,63.74,0,11.56,
SYN-00196,2025-02-13,2020-05-10,,0,Москва,Продажи,Команда 06,58,Ночная,86.21,25.6,0,2,83.02,79.4,89.42,4.09,68.43,0,6.09,
SYN-00197,2025-04-19,2024-02-24,,0,Казань,Продажи,Команда 08,14,Дневная,104.47,18.76,1,1,90.16,77.6,75.79,4.46,60.77,0,12.09,
SYN-00198,2026-01-13,2023-11-25,,0,Омск,Поддержка,Команда 08,26,Дневная,93.48,18.56,1,5,79.15,99.68,85.49,4.35,58.6,1,13.23,
SYN-00199,2025-04-04,2021-08-23,,0,Омск,Продажи,Команда 07,44,Смешанная,86.68,21.39,5,2,86.08,67.02,85.95,4.26,80.35,0,3.62,
SYN-00200,2025-03-21,2024-03-26,,0,Казань,Поддержка,Команда 02,12,Дневная,91.73,7.96,0,1,85.64,85.41,88.69,4.14,58.41,0,8.75,
SYN-00201,2024-02-20,2021-06-05,,0,Омск,Поддержка,Команда 07,33,Дневная,90.47,8.18,1,1,86.02,89.59,85.1,4.24,52.95,1,14.06,
SYN-00202,2024-04-21,2021-12-03,,0,Омск,Удержание,Команда 11,29,Дневная,86.27,7.42,0,4,94.6,84.48,87.49,3.79,50.34,0,4.31,
SYN-00203,2025-12-03,2025-10-04,,0,Казань,Поддержка,Команда 04,2,Дневная,115.38,21.26,0,1,93.81,60.2,93.77,4.19,76.98,0,2.6,
SYN-00204,2024-11-11,2020-03-07,,0,Омск,Продажи,Команда 03,57,Дневная,108.23,8.66,3,0,93.39,74.97,94.08,4.58,53.77,0,10.78,
SYN-00205,2026-02-09,2022-12-27,,0,Москва,Продажи,Команда 11,38,Дневная,114.34,0,1,0,93.36,76.64,85.31,4.0,70.33,0,7.53,
SYN-00206,2024-11-19,2021-01-09,,0,Москва,Поддержка,Команда 01,47,Дневная,98.78,0,1,0,92.4,85.67,83.89,4.7,75.42,0,20.62,
SYN-00207,2025-09-11,2025-08-12,,0,Омск,Поддержка,Команда 08,1,Дневная,65.6,11.06,0,0,89.97,92.4,91.46,4.74,73.51,0,8.78,
SYN-00208,2025-12-17,2022-04-07,,0,Казань,Продажи,Команда 11,45,Дневная,110.69,8.48,14,1,67.03,75.65,77.27,4.64,80.63,0,12.06,
SYN-00209,2024-09-02,2020-09-23,,0,Москва,Продажи,Команда 02,48,Дневная,103.49,6.51,0,2,85.8,85.63,93.91,3.56,72.53,1,0.41,
SYN-00210,2025-06-17,2022-06-03,,0,Москва,Удержание,Команда 05,37,Дневная,80.02,10.95,1,0,94.85,77.16,96.01,4.6,39.35,1,13.38,
SYN-00211,2025-09-12,2022-11-27,,0,Омск,Продажи,Команда 05,34,Дневная,83.97,2.22,2,2,86.96,68.96,85.31,4.37,77.95,0,3.94,
SYN-00212,2026-03-04,2024-09-10,,0,Москва,Поддержка,Команда 01,18,Дневная,88.09,0,0,0,100,91.93,74.98,5,44.79,1,14.24,
SYN-00213,2025-04-16,2022-04-02,2025-05-14,1,Омск,Удержание,Команда 06,37,Дневная,85.72,29.94,0,0,99.95,100,78.98,4.59,81.17,0,6.68,Высокая нагрузка
SYN-00214,2025-06-11,2024-02-17,,0,Омск,Продажи,Команда 07,16,Смешанная,102.51,25.11,2,0,90.43,78.33,88.28,4.72,43.47,0,9.06,
SYN-00215,2024-05-18,2023-09-21,,0,Москва,Удержание,Команда 06,8,Дневная,94.25,12.09,0,3,94.79,79.93,88.87,4.43,64.08,0,14.4,
SYN-00216,2024-10-14,2020-05-08,,0,Москва,Удержание,Команда 02,54,Дневная,67.48,11.87,0,0,89.13,79.34,70.99,4.19,52.03,0,6.13,
SYN-00217,2024-11-02,2024-03-07,2025-01-04,1,Казань,Поддержка,Команда 10,8,Дневная,80.4,17.94,6,1,77.84,80.69,79.59,4.21,80.65,0,3.17,Смена графика
SYN-00218,2025-10-12,2024-10-17,,0,Казань,Продажи,Команда 01,12,Дневная,100.8,3.23,6,0,81.13,90.15,91.84,3.83,83.38,0,5.83,
SYN-00219,2024-03-06,2023-06-10,,0,Казань,Поддержка,Команда 02,9,Ночная,82.08,7.47,11,0,86.74,69.68,80.51,4.68,66.6,0,11.73,
SYN-00220,2024-07-18,2022-01-30,,0,Москва,Поддержка,Команда 09,30,Дневная,71.82,12.94,4,0,85.36,93.67,87.09,4.52,68.92,0,6.74,
SYN-00221,2024-05-21,2023-03-28,,0,Омск,Удержание,Команда 06,14,Ночная,72.14,0,2,0,78.06,79.83,81.27,4.29,85.3,0,9.58,
SYN-00222,2024-09-15,2022-10-26,,0,Омск,Продажи,Команда 05,23,Дневная,84.58,0,0,6,88.61,82.45,93.44,3.79,65.19,0,1.48,
SYN-00223,2025-06-06,2022-08-21,,0,Казань,Поддержка,Команда 08,34,Дневная,71.82,15.15,4,1,96.9,87.79,92.93,4.1,48.68,1,7.27,
SYN-00224,2024-11-04,2022-01-19,,0,Москва,Поддержка,Команда 05,34,Ночная,83.85,11.77,2,3,92.13,80.42,90.84,4.11,63.03,0,0,
SYN-00225,2024-10-15,2021-01-04,,0,Омск,Поддержка,Команда 10,46,Смешанная,91.12,12.88,2,3,94.7,89.79,83.17,4.43,65.15,0,8.62,
SYN-00226,2025-08-06,2023-10-16,,0,Казань,Поддержка,Команда 04,22,Дневная,71.03,5.15,0,0,100,74.34,100,3.84,77.03,0,0,
SYN-00227,2024-04-11,2021-11-23,,0,Омск,Продажи,Команда 07,29,Дневная,101.05,11.73,2,2,85.74,68.44,100,4.75,75.49,0,5.0,
SYN-00228,2025-09-18,2023-12-28,,0,Казань,Поддержка,Команда 12,21,Дневная,110.86,0.41,1,1,93.29,60.71,82.27,4.7,77.72,0,11.31,
SYN-00229,2025-08-19,2022-12-03,2025-10-26,1,Омск,Поддержка,Команда 06,33,Дневная,75.23,15.75,2,3,86.29,68.65,80.79,4.29,58.89,0,15.36,Смена работодателя
SYN-00230,2025-06-03,2021-07-24,2025-07-21,1,Москва,Удержание,Команда 04,47,Дневная,66.33,7.11,7,1,83.35,88.52,84.28,4.56,74.68,0,1.01,Личные причины
SYN-00231,2024-09-16,2024-02-19,,0,Омск,Поддержка,Команда 04,7,Дневная,89.18,19.13,0,0,96.74,91.43,72.06,4.68,75.21,0,14.4,
SYN-00232,2026-02-20,2022-12-08,,0,Омск,Поддержка,Команда 12,39,Дневная,76.49,2.04,1,4,87.42,59.6,89.84,4.55,75.64,0,16.39,
SYN-00233,2025-11-06,2022-06-25,,0,Москва,Поддержка,Команда 05,41,Дневная,92.38,7.5,3,0,88.85,86.68,79.67,4.62,83.51,0,0,
SYN-00234,2025-09-05,2025-08-06,,0,Москва,Продажи,Команда 03,1,Смешанная,84.94,11.37,2,0,90.06,70.09,100,4.49,52.18,0,16.5,
SYN-00235,2025-02-05,2022-03-23,,0,Москва,Удержание,Команда 11,35,Дневная,57.37,10.43,3,1,99.7,72.85,89.63,4.63,60.11,0,8.56,
SYN-00236,2024-08-19,2023-11-23,,0,Омск,Продажи,Команда 09,9,Смешанная,92.99,29.1,2,1,91.15,82.18,88.86,4.68,45.51,0,9.72,
SYN-00237,2024-04-01,2021-07-16,,0,Омск,Продажи,Команда 05,33,Дневная,112.84,13.63,0,0,100,83.85,83.04,4.43,88.6,0,12.93,
SYN-00238,2025-01-14,2020-12-06,,0,Омск,Удержание,Команда 04,50,Смешанная,105.03,4.48,1,0,94.97,71.29,96.12,4.47,83.57,0,4.78,
SYN-00239,2025-12-21,2021-01-16,,0,Омск,Удержание,Команда 09,60,Ночная,77.01,19.68,2,9,82.63,86.76,89.83,4.45,69.33,0,0.96,
SYN-00240,2025-12-05,2023-03-21,,0,Москва,Продажи,Команда 06,33,Ночная,105.96,9.51,0,2,90.56,67.93,85.42,4.37,72.05,0,14.41,
SYN-00241,2025-04-11,2021-11-28,,0,Москва,Поддержка,Команда 03,41,Дневная,93.22,0,2,0,94.41,90.83,89.99,4.7,77.54,0,17.66,
SYN-00242,2024-06-12,2019-10-07,,0,Казань,Продажи,Команда 02,57,Ночная,123.04,8.9,0,3,91.67,69.78,82.43,3.64,38.6,0,0,
SYN-00243,2025-04-02,2023-08-11,,0,Омск,Поддержка,Команда 04,20,Дневная,93.02,20.03,2,0,90.24,94.66,91.37,3.84,38.16,1,14.24,
SYN-00244,2025-12-21,2023-05-06,,0,Москва,Удержание,Команда 11,32,Дневная,96.5,20.16,3,9,77.43,80.72,84.36,4.22,59.42,0,4.02,
SYN-00245,2025-09-02,2022-03-22,,0,Москва,Продажи,Команда 01,42,Ночная,105.13,4.29,0,0,93.61,79.21,88.79,3.8,92.18,0,0.93,
SYN-00246,2024-02-10,2021-07-25,,0,Омск,Удержание,Команда 10,31,Дневная,92.81,5.32,0,0,89.73,88.48,87.39,3.97,88.84,0,9.1,
SYN-00247,2024-01-07,2022-11-13,,0,Омск,Продажи,Команда 05,14,Дневная,92.72,2.59,0,1,94.05,83.71,87.31,4.5,63.99,0,7.1,
SYN-00248,2024-04-04,2020-03-26,,0,Москва,Продажи,Команда 12,49,Дневная,90.66,19.18,3,2,92.43,82.1,78.41,4.41,59.38,0,8.81,
SYN-00249,2025-09-02,2022-07-20,,0,Казань,Удержание,Команда 10,38,Дневная,79.46,10.7,1,2,86.8,66.54,88.49,4.03,52.41,1,4.98,
SYN-00250,2024-11-17,2020-07-11,,0,Казань,Поддержка,Команда 01,53,Смешанная,75.3,13.16,0,0,90.63,70.96,81.54,4.84,67.28,0,4.8,
SYN-00251,2024-06-20,2021-08-05,,0,Москва,Продажи,Команда 07,35,Ночная,94.39,5.16,2,0,85.98,77.95,82.01,4.72,57.08,0,15.32,
SYN-00252,2025-12-20,2021-11-11,,0,Омск,Удержание,Команда 08,50,Смешанная,85.55,5.21,2,5,89.83,88.15,91.11,4.06,62.64,0,7.14,
SYN-00253,2026-03-03,2021-11-24,,0,Москва,Удержание,Команда 07,52,Смешанная,81.42,2.94,1,1,94.64,79.46,88.81,4.47,62.22,0,9.13,
SYN-00254,2025-10-08,2022-10-24,2025-12-26,1,Омск,Продажи,Команда 12,36,Дневная,83.29,5.14,9,4,82.5,78.79,70.51,3.9,61.2,0,0,Личные причины
SYN-00255,2024-02-05,2023-02-10,,0,Москва,Удержание,Команда 07,12,Смешанная,86.83,17.06,0,1,90.15,61.94,87.43,4.16,44.14,0,7.84,
SYN-00256,2024-02-08,2020-01-30,,0,Омск,Удержание,Команда 12,49,Дневная,84.75,18.79,2,1,93.69,60.6,84.16,3.91,60.47,0,6.18,
SYN-00257,2026-02-08,2024-12-15,,0,Омск,Поддержка,Команда 02,14,Дневная,101.12,6.18,0,1,90.98,86.41,95.51,4.58,67.02,0,2.87,
SYN-00258,2025-05-18,2024-12-19,,0,Омск,Продажи,Команда 11,5,Дневная,102.8,6.26,3,2,82.95,83.97,78.29,4.95,64.88,0,11.87,
SYN-00259,2026-01-17,2025-09-19,,0,Омск,Удержание,Команда 11,4,Ночная,94.05,15.88,9,2,86.89,87.69,82.06,3.96,51.44,0,0.45,
SYN-00260,2025-10-11,2024-10-16,,0,Омск,Удержание,Команда 08,12,Ночная,111.61,23.68,0,0,96.75,75.7,88.83,4.1,93.05,0,9.32,
SYN-00261,2026-01-09,2023-08-23,,0,Казань,Поддержка,Команда 03,29,Смешанная,90.98,25.38,0,0,80.76,84.77,79.69,5,69.12,0,3.57,
SYN-00262,2024-09-17,2021-09-03,,0,Москва,Продажи,Команда 03,37,Дневная,63.83,4.54,4,0,88.67,96.59,80.48,4.56,62.57,0,1.05,
SYN-00263,2025-08-09,2023-06-21,,0,Казань,Продажи,Команда 01,26,Смешанная,90.55,19.93,0,2,94.56,81.02,92.29,4.32,62.09,0,9.84,
SYN-00264,2024-11-21,2022-04-06,,0,Омск,Удержание,Команда 10,32,Смешанная,81.92,18.93,2,2,91.18,70.64,79.07,5,58.2,0,0,
SYN-00265,2025-05-21,2022-06-06,,0,Казань,Удержание,Команда 03,36,Смешанная,88.84,22.87,2,0,90.6,89.66,81.31,5,69.99,0,9.58,
SYN-00266,2024-03-06,2019-04-02,,0,Москва,Поддержка,Команда 11,60,Дневная,105.44,10.37,3,0,85.6,97.61,86.58,3.89,66.09,0,8.39,
SYN-00267,2024-12-15,2022-04-30,,0,Москва,Продажи,Команда 11,32,Дневная,86.09,10.67,0,1,98.26,99.35,82.64,3.76,66.28,0,14.09,
SYN-00268,2024-12-20,2024-05-24,,0,Москва,Поддержка,Команда 03,7,Смешанная,82.55,23.04,9,2,81.23,67.79,74.37,4.35,59.19,0,7.49,
SYN-00269,2025-01-03,2020-11-25,,0,Казань,Удержание,Команда 08,50,Дневная,94.48,9.71,8,1,76.25,64.83,79.72,4.04,71.14,0,4.69,
SYN-00270,2025-08-13,2020-09-08,2025-11-06,1,Казань,Продажи,Команда 03,60,Дневная,97.88,0,3,0,87.55,91.55,85.98,4.49,91.48,0,2.53,Личные причины
SYN-00271,2025-08-14,2023-07-26,,0,Казань,Поддержка,Команда 03,25,Смешанная,84.19,3.99,3,0,82.06,77.35,76.95,4.49,74.69,0,4.7,
SYN-00272,2025-09-14,2022-07-02,,0,Казань,Продажи,Команда 08,39,Ночная,90.94,1.68,0,0,90.4,85.81,84.74,4.14,62.16,0,1.43,
SYN-00273,2026-02-01,2022-04-23,,0,Казань,Поддержка,Команда 05,46,Дневная,67.79,5.16,1,0,82.58,68.44,78.11,4.31,76.03,0,19.11,
SYN-00274,2024-11-06,2024-08-08,,0,Москва,Продажи,Команда 11,3,Дневная,110.44,3.11,2,3,87.83,79.75,82.95,4.63,54.15,1,2.2,
SYN-00275,2025-05-18,2021-03-10,,0,Казань,Продажи,Команда 12,51,Ночная,87.8,5.46,1,0,94.23,78.21,80.88,4.02,80.5,0,8.1,
SYN-00276,2024-04-05,2023-03-12,,0,Казань,Продажи,Команда 01,13,Дневная,72.38,3.1,3,0,89.32,83.74,85.97,4.27,66.49,0,8.49,
SYN-00277,2024-06-09,2023-05-16,,0,Омск,Удержание,Команда 08,13,Дневная,87.07,10.37,3,1,94.81,94.54,94.82,4.43,63.46,0,9.7,
SYN-00278,2025-08-08,2022-03-27,2025-08-22,1,Казань,Удержание,Команда 03,41,Ночная,55.53,3.79,2,8,85.77,86.42,84.25,3.83,51.92,0,10.35,Низкая вовлечённость
SYN-00279,2025-12-21,2023-06-05,,0,Омск,Удержание,Команда 04,31,Дневная,75.42,9.55,5,2,83.12,85.18,83.32,3.81,40.12,1,9.83,
SYN-00280,2025-12-09,2024-10-15,,0,Казань,Удержание,Команда 01,14,Смешанная,81.36,9.39,0,1,93.06,69.79,93.34,4.44,81.39,0,0,
